date,open,high,low,close,volume,dividends,stock splits,symbol
2021-08-30 00:00:00-04:00,74.8829449410328,75.7733359285696,74.65809824688274,75.5035171508789,6001700,0.0,0.0,NEE
2021-08-31 00:00:00-04:00,75.38660326233791,75.94422556308132,75.10779554285467,75.53949737548828,6844000,0.0,0.0,NEE
2021-09-01 00:00:00-04:00,75.68338901767034,77.13140209315972,75.60244064992632,76.75365447998047,5862300,0.0,0.0,NEE
2021-09-02 00:00:00-04:00,76.82562173017385,77.80595694757125,76.82562173017385,77.77897644042969,5214000,0.0,0.0,NEE
2021-09-03 00:00:00-04:00,77.13141535985814,77.6260739922231,76.78964397780494,77.0684585571289,4621100,0.0,0.0,NEE
2021-09-07 00:00:00-04:00,76.8436207055793,76.88858593455075,75.97121429455682,76.47486877441406,6791300,0.0,0.0,NEE
2021-09-08 00:00:00-04:00,76.55581344202203,78.21967779215008,76.25901412577949,77.74300384521484,6230100,0.0,0.0,NEE
2021-09-09 00:00:00-04:00,77.60807435943849,77.94983881403056,77.12240474810731,77.2033462524414,4108300,0.0,0.0,NEE
2021-09-10 00:00:00-04:00,77.32028899456367,77.32028899456367,76.08812653341485,76.38492584228516,5508000,0.0,0.0,NEE
2021-09-13 00:00:00-04:00,77.24833153357223,77.29330361818425,75.89925133653216,76.07013702392578,6498800,0.0,0.0,NEE
2021-09-14 00:00:00-04:00,76.25900912650931,76.61876522608769,75.9532140402458,76.12409973144531,4658200,0.0,0.0,NEE
2021-09-15 00:00:00-04:00,75.84530257553706,76.57380380384328,75.60246425824977,76.09712982177734,5707000,0.0,0.0,NEE
2021-09-16 00:00:00-04:00,75.98019344886902,76.42089102225145,75.24269660979432,75.5484848022461,5380600,0.0,0.0,NEE
2021-09-17 00:00:00-04:00,75.00886423557637,75.4855381654799,73.3449999448987,73.42594146728516,15390400,0.0,0.0,NEE
2021-09-20 00:00:00-04:00,73.33599972770926,74.2353865182942,72.54454182223412,73.47090911865234,8994100,0.0,0.0,NEE
2021-09-21 00:00:00-04:00,73.68676831218743,74.52319839594787,73.50689367855661,73.67777252197266,6450700,0.0,0.0,NEE
2021-09-22 00:00:00-04:00,73.83066124057162,74.56816502507644,73.36298311031021,73.65978240966797,5662200,0.0,0.0,NEE
2021-09-23 00:00:00-04:00,73.91161553667791,74.09149017152937,72.97625233953993,73.09317016601562,6414300,0.0,0.0,NEE
2021-09-24 00:00:00-04:00,73.06617502204757,73.50687945418368,72.3916349837966,72.58050537109375,6113800,0.0,0.0,NEE
2021-09-27 00:00:00-04:00,71.95992665416419,72.66144713222857,70.64682298926347,70.835693359375,8600900,0.0,0.0,NEE
2021-09-28 00:00:00-04:00,70.58387713446265,70.68280336689685,69.26177747707965,69.49561309814453,9257400,0.0,0.0,NEE
2021-09-29 00:00:00-04:00,69.81040098755642,71.07853271844613,69.65750002733536,70.46694946289062,7496100,0.0,0.0,NEE
2021-09-30 00:00:00-04:00,70.90763834593702,71.42029531039218,70.06221958295883,70.61983489990234,10186800,0.0,0.0,NEE
2021-10-01 00:00:00-04:00,71.06954703917263,71.58219727765095,70.1701601743491,71.24043273925781,7961100,0.0,0.0,NEE
2021-10-04 00:00:00-04:00,71.09653558581246,71.87899777962295,70.6108658473556,71.3753433227539,6027800,0.0,0.0,NEE
2021-10-05 00:00:00-04:00,71.43829665128636,71.86100956205124,71.13250155895085,71.48326873779297,5434600,0.0,0.0,NEE
2021-10-06 00:00:00-04:00,71.28538634532154,73.11114010967277,70.73675995107727,73.01220703125,6876200,0.0,0.0,NEE
2021-10-07 00:00:00-04:00,73.28203496119063,74.29833951223823,72.66145591171596,72.77837371826172,5753200,0.0,0.0,NEE
2021-10-08 00:00:00-04:00,72.85930537117011,72.87729008275083,72.0858323994792,72.1397933959961,3592900,0.0,0.0,NEE
2021-10-11 00:00:00-04:00,71.23143847660383,71.37534367171418,69.91833444922015,69.99928283691406,8798700,0.0,0.0,NEE
2021-10-12 00:00:00-04:00,70.24211485735981,71.21345434705569,69.765440902725,70.93464660644531,7791200,0.0,0.0,NEE
2021-10-13 00:00:00-04:00,71.08753002994094,72.2747202735951,70.68280187260514,72.121826171875,6260100,0.0,0.0,NEE
2021-10-14 00:00:00-04:00,72.27472163725007,73.61480600790857,72.13981224892605,73.26404571533203,6486000,0.0,0.0,NEE
2021-10-15 00:00:00-04:00,73.6957496326299,74.15443191686188,73.03019852296296,73.45291137695312,14634200,0.0,0.0,NEE
2021-10-18 00:00:00-04:00,73.15611547432866,73.44392582369147,72.63447637054958,72.8413314819336,4942100,0.0,0.0,NEE
2021-10-19 00:00:00-04:00,73.49790275114628,73.88463941463971,73.04820927553895,73.7767105102539,5717500,0.0,0.0,NEE
2021-10-20 00:00:00-04:00,74.42425868866415,76.14209079313694,74.09148309800388,75.4765396118164,6942600,0.0,0.0,NEE
2021-10-21 00:00:00-04:00,75.73736536313834,76.17806299571096,75.29666773056572,75.37760925292969,4945000,0.0,0.0,NEE
2021-10-22 00:00:00-04:00,75.5215252497718,76.07914078170855,75.31466322671982,75.9262466430664,4732400,0.0,0.0,NEE
2021-10-25 00:00:00-04:00,75.90825928444673,76.27700436257769,75.48554632378168,75.809326171875,3987300,0.0,0.0,NEE
2021-10-26 00:00:00-04:00,75.9172424062115,77.59909131571085,75.88126611111838,76.87059020996094,6969100,0.0,0.0,NEE
2021-10-27 00:00:00-04:00,77.35627323857139,77.66206150692095,76.23203955473704,76.4568862915039,4356900,0.0,0.0,NEE
2021-10-28 00:00:00-04:00,76.37592589493529,77.78796290544497,76.20504706785665,77.72500610351562,6568400,0.0,0.0,NEE
2021-10-29 00:00:00-04:00,77.50016397978789,77.760986992266,76.39392198600461,76.74468231201172,7792600,0.0,0.0,NEE
2021-11-01 00:00:00-04:00,76.8436207057023,77.18538526535202,76.38493145481577,76.97852325439453,5135200,0.0,0.0,NEE
2021-11-02 00:00:00-04:00,77.21234384033812,77.56310409084803,75.89924013246953,76.82560729980469,7266400,0.0,0.0,NEE
2021-11-03 00:00:00-04:00,77.05047106237923,77.16739574634337,75.76434757121426,76.66373443603516,5723200,0.0,0.0,NEE
2021-11-04 00:00:00-04:00,76.59179656046987,76.79865171800772,74.80201157535654,76.23204040527344,6594000,0.0,0.0,NEE
2021-11-05 00:00:00-04:00,76.22303986195907,77.08645046353078,75.83630322004676,76.924560546875,4885400,0.0,0.0,NEE
2021-11-08 00:00:00-05:00,76.92454250574448,76.98749929957994,75.58445825880362,76.07911682128906,5391000,0.0,0.0,NEE
2021-11-09 00:00:00-05:00,76.16905897304883,76.60076073032567,75.8722597263112,76.39390563964844,3917600,0.0,0.0,NEE
2021-11-10 00:00:00-05:00,76.39391097292146,76.78064754094297,76.00717440489996,76.62774658203125,5192700,0.0,0.0,NEE
2021-11-11 00:00:00-05:00,76.87056930142481,76.89754979996188,76.06112003643867,76.78063201904297,5370200,0.0,0.0,NEE
2021-11-12 00:00:00-05:00,76.78064169082643,77.94984023261968,76.4748466580785,77.62606048583984,6467100,0.0,0.0,NEE
2021-11-15 00:00:00-05:00,78.16571469847148,78.56144024783663,77.76998228732919,78.55244445800781,5543000,0.0,0.0,NEE
2021-11-16 00:00:00-05:00,78.30960973261362,78.62439374560888,77.94985363414324,78.22866821289062,5497200,0.0,0.0,NEE
2021-11-17 00:00:00-05:00,78.09375879340851,79.038110832094,77.71601797793433,78.94817352294922,6203100,0.0,0.0,NEE
2021-11-18 00:00:00-05:00,78.894206651021,79.03810496261117,78.08475720527512,78.7862777709961,5537400,0.0,0.0,NEE
2021-11-19 00:00:00-05:00,79.14603513374723,79.89252779376687,78.24664837086374,79.42484283447266,6765100,0.0,0.0,NEE
2021-11-22 00:00:00-05:00,79.28095099442265,79.52378242104858,78.54345406310706,78.5704345703125,5214500,0.0,0.0,NEE
2021-11-23 00:00:00-05:00,78.33658888501854,79.05610106952142,77.82393868363768,78.52545928955078,7408000,0.0,0.0,NEE
2021-11-24 00:00:00-05:00,78.24090762786665,78.8642353833293,77.86149372983239,78.78292846679688,4553900,0.385,0.0,NEE
2021-11-26 00:00:00-05:00,78.52094000941212,78.99972513632092,77.56336975559451,77.7711410522461,4340700,0.0,0.0,NEE
2021-11-29 00:00:00-05:00,78.79194868245789,80.32767524094868,78.18669231229002,80.09280395507812,8712500,0.0,0.0,NEE
2021-11-30 00:00:00-05:00,79.54174656587435,80.35477420862085,78.06924877148363,78.39446258544922,16328300,0.0,0.0,NEE
2021-12-01 00:00:00-05:00,78.5932078582767,81.01424028408043,78.5932078582767,79.35203552246094,10062800,0.0,0.0,NEE
2021-12-02 00:00:00-05:00,79.4514078589073,80.86969882445727,79.14426529324946,80.05667114257812,8303500,0.0,0.0,NEE
2021-12-03 00:00:00-05:00,80.53545879717271,80.53545879717271,77.70790551663214,79.523681640625,11191000,0.0,0.0,NEE
2021-12-06 00:00:00-05:00,79.5598123373154,81.07747453181491,79.38816979576558,80.53545379638672,8946400,0.0,0.0,NEE
2021-12-07 00:00:00-05:00,80.87873583884578,81.80017733590452,80.34575070974091,81.6737060546875,7909700,0.0,0.0,NEE
2021-12-08 00:00:00-05:00,81.93568546782262,82.13442804145639,80.93294385879307,81.5924072265625,5356500,0.0,0.0,NEE
2021-12-09 00:00:00-05:00,81.75500047349594,81.75500047349594,80.86066593403474,81.22201538085938,5731200,0.0,0.0,NEE
2021-12-10 00:00:00-05:00,81.31235984458571,82.1163588326429,81.12265291515102,81.55626678466797,4996700,0.0,0.0,NEE
2021-12-13 00:00:00-05:00,81.53819151619035,83.21846054341874,81.42978461721303,82.87517547607422,6446500,0.0,0.0,NEE
2021-12-14 00:00:00-05:00,82.41447760005234,82.79389148159282,80.80647263568665,81.33042907714844,11022600,0.0,0.0,NEE
2021-12-15 00:00:00-05:00,81.56529937024385,83.16426165413071,80.92390733025715,83.11006164550781,9590000,0.0,0.0,NEE
2021-12-16 00:00:00-05:00,82.76679933422746,83.74243413766857,82.67645677961337,83.31785583496094,7623300,0.0,0.0,NEE
2021-12-17 00:00:00-05:00,83.11005892100532,83.43527274641744,81.97181053206285,82.1524887084961,15335400,0.0,0.0,NEE
2021-12-20 00:00:00-05:00,81.12264371828262,81.37558626218613,79.95729537629796,81.24911499023438,10167700,0.0,0.0,NEE
2021-12-21 00:00:00-05:00,81.89051705804192,82.51383786302696,80.72516857266187,81.7098388671875,6287900,0.0,0.0,NEE
2021-12-22 00:00:00-05:00,81.52013182322133,82.0982882488197,81.2039536048735,82.0260238647461,4142900,0.0,0.0,NEE
2021-12-23 00:00:00-05:00,81.91761983049011,82.48674064352566,81.66467724691874,81.93568420410156,5845600,0.0,0.0,NEE
2021-12-27 00:00:00-05:00,82.07119577315866,82.52288095285924,81.8724531913434,82.49578094482422,5410300,0.0,0.0,NEE
2021-12-28 00:00:00-05:00,82.80291991425605,83.2817050410661,82.6674129991554,83.00165557861328,3096400,0.0,0.0,NEE
2021-12-29 00:00:00-05:00,83.06489280485533,83.3449422726513,82.73967895927612,83.10102844238281,2945400,0.0,0.0,NEE
2021-12-30 00:00:00-05:00,83.31783497023495,83.93212697006373,82.93841425551165,83.80564880371094,3716300,0.0,0.0,NEE
2021-12-31 00:00:00-05:00,83.6340258181191,84.67290306378763,83.56175453845188,84.33865356445312,4811800,0.0,0.0,NEE
2022-01-03 00:00:00-05:00,84.39285187749171,84.60063007930583,81.79114789141647,82.80292510986328,7864400,0.0,0.0,NEE
2022-01-04 00:00:00-05:00,82.79388036688083,83.04682292061807,81.86341016184696,81.91761016845703,8379100,0.0,0.0,NEE
2022-01-05 00:00:00-05:00,81.55626724004543,82.6583800771544,81.01424645403871,81.05941772460938,6722300,0.0,0.0,NEE
2022-01-06 00:00:00-05:00,80.48126017184649,80.72517402292605,77.3736708931884,77.48207092285156,12658600,0.0,0.0,NEE
2022-01-07 00:00:00-05:00,77.48207828666935,78.4757912674813,76.34383651401647,78.06024169921875,13359300,0.0,0.0,NEE
2022-01-10 00:00:00-05:00,77.50917159819949,78.01505674178664,75.64822416312019,76.14508056640625,11378700,0.0,0.0,NEE
2022-01-11 00:00:00-05:00,75.72954409200865,76.7955214651153,75.59403715034344,76.5967788696289,8395900,0.0,0.0,NEE
2022-01-12 00:00:00-05:00,76.13604723115964,77.51820267742643,75.97344030264776,76.8677749633789,6484000,0.0,0.0,NEE
2022-01-13 00:00:00-05:00,77.31043621777532,77.51820753868942,76.53353716529475,76.6961441040039,7203100,0.0,0.0,NEE
2022-01-14 00:00:00-05:00,76.67807043639341,76.92198428290398,74.68162285219258,75.16040802001953,11084300,0.0,0.0,NEE
2022-01-18 00:00:00-05:00,74.07634652944712,74.22991778886376,72.9019626690648,73.39881896972656,10848100,0.0,0.0,NEE
2022-01-19 00:00:00-05:00,73.20913223814449,75.29591549118463,73.17299659794946,74.6093521118164,9673900,0.0,0.0,NEE
2022-01-20 00:00:00-05:00,75.26881002025904,77.03941490827393,75.11523872970452,75.4404525756836,12028900,0.0,0.0,NEE
2022-01-21 00:00:00-05:00,75.61208353435762,75.81986171442612,73.92278565902966,74.61837768554688,12809100,0.0,0.0,NEE
2022-01-24 00:00:00-05:00,73.76017481584644,74.12152425765977,71.58304942574249,74.00408172607422,14689800,0.0,0.0,NEE
2022-01-25 00:00:00-05:00,70.643563667172,72.44127575464694,67.5630741372129,67.8431167602539,22925000,0.0,0.0,NEE
2022-01-26 00:00:00-05:00,69.10782905702825,69.13492906371542,65.36787650649198,65.62081909179688,24721700,0.0,0.0,NEE
2022-01-27 00:00:00-05:00,66.21705858296949,67.2017290926059,65.41305941148862,65.5033950805664,21250600,0.0,0.0,NEE
2022-01-28 00:00:00-05:00,65.33173207883917,65.90085281922065,63.04620659340912,65.49433898925781,25537100,0.0,0.0,NEE
2022-01-31 00:00:00-05:00,65.8647307102377,70.73389598929576,65.72018815656666,70.5712890625,21787800,0.0,0.0,NEE
2022-02-01 00:00:00-05:00,70.49901591306843,71.79083566047468,68.68323976077447,69.76728820800781,12082900,0.0,0.0,NEE
2022-02-02 00:00:00-05:00,69.93891419453539,70.47190615808911,69.40592912314882,70.21896362304688,8397700,0.0,0.0,NEE
2022-02-03 00:00:00-05:00,69.16204303620297,69.82150653148553,68.14123685590143,68.44837951660156,7960700,0.0,0.0,NEE
2022-02-04 00:00:00-05:00,67.84310613479835,69.41496848026453,67.33722098733067,68.66517639160156,12132000,0.0,0.0,NEE
2022-02-07 00:00:00-05:00,68.65614365359484,68.7645505721233,68.0237871926002,68.3670654296875,8184500,0.0,0.0,NEE
2022-02-08 00:00:00-05:00,68.43029790733571,69.3336681767395,67.95151276729862,68.16831970214844,6758500,0.0,0.0,NEE
2022-02-09 00:00:00-05:00,69.20720146837373,69.80342230169208,68.9452232458569,69.25237274169922,7390900,0.0,0.0,NEE
2022-02-10 00:00:00-05:00,67.67146502647525,69.42399852873963,67.48175121926613,68.1592788696289,9673300,0.0,0.0,NEE
2022-02-11 00:00:00-05:00,68.56579921759274,69.28849123869963,67.4546508445625,67.71662902832031,8999100,0.0,0.0,NEE
2022-02-14 00:00:00-05:00,67.70761148496773,68.03282539360694,66.74100539322603,67.68051147460938,8329200,0.0,0.0,NEE
2022-02-15 00:00:00-05:00,68.41222390074194,69.08071587615709,67.51788249761161,67.83406066894531,9102000,0.0,0.0,NEE
2022-02-16 00:00:00-05:00,67.87021347945502,68.33093429838684,67.28302825214917,67.96055603027344,7505100,0.0,0.0,NEE
2022-02-17 00:00:00-05:00,67.49982567119974,68.5115959325445,67.29204748272045,68.0960464477539,10093100,0.0,0.0,NEE
2022-02-18 00:00:00-05:00,67.71662908166805,68.4844923700224,66.68678760934948,66.98490142822266,9558600,0.0,0.0,NEE
2022-02-22 00:00:00-05:00,66.78616457322195,67.26494971527003,66.18993688467046,66.6506576538086,8233400,0.0,0.0,NEE
2022-02-23 00:00:00-05:00,67.04814632118322,67.22881762849913,65.24140567934987,65.33174133300781,7837100,0.0,0.0,NEE
2022-02-24 00:00:00-05:00,64.13928721392806,68.45739587009069,63.9044090210841,68.15025329589844,15750400,0.0,0.0,NEE
