date,open,high,low,close,volume,dividends,stock splits,capital gains,symbol
2021-09-22 00:00:00-04:00,358.36958289383284,362.25504665289,357.2664218636729,360.7906799316406,46972900,0.0,0.0,0.0,QQQ
2021-09-23 00:00:00-04:00,361.95239559039834,365.15447613962095,361.30807068936616,364.1196594238281,44652000,0.0,0.0,0.0,QQQ
2021-09-24 00:00:00-04:00,361.84500620379424,364.8811419922583,361.474028539035,364.4613342285156,36056800,0.0,0.0,0.0,QQQ
2021-09-27 00:00:00-04:00,361.40569332012785,362.4307380359106,358.99436843024495,361.5521240234375,43338100,0.0,0.0,0.0,QQQ
2021-09-28 00:00:00-04:00,356.983341973037,361.50332901451617,350.8134695387485,351.32110595703125,97701600,0.0,0.0,0.0,QQQ
2021-09-29 00:00:00-04:00,352.59026424171617,354.73798441884105,350.1203666728196,350.7451477050781,58076600,0.0,0.0,0.0,QQQ
2021-09-30 00:00:00-04:00,352.3950490367654,354.06441912465885,348.6169868308163,349.45654296875,61384600,0.0,0.0,0.0,QQQ
2021-10-01 00:00:00-04:00,350.0812651420539,352.6683069716967,345.9615123782508,351.62371826171875,56375500,0.0,0.0,0.0,QQQ
2021-10-04 00:00:00-04:00,350.00318403292414,350.3351036035697,341.9979966284059,344.24334716796875,76766000,0.0,0.0,0.0,QQQ
2021-10-05 00:00:00-04:00,345.3074888290116,351.1454425954975,345.0829716254769,348.89031982421875,47232900,0.0,0.0,0.0,QQQ
2021-10-06 00:00:00-04:00,345.6687119281907,351.39929337053036,344.760811503058,351.1259460449219,56806500,0.0,0.0,0.0,QQQ
2021-10-07 00:00:00-04:00,354.1815289713523,357.0028901658772,353.6446063583879,354.3475036621094,39411200,0.0,0.0,0.0,QQQ
2021-10-08 00:00:00-04:00,355.43112293588104,355.6654419002322,352.04355296238407,352.58050537109375,41822300,0.0,0.0,0.0,QQQ
2021-10-11 00:00:00-04:00,351.0380159065747,354.57204634156295,349.7884240254178,349.8763122558594,34847200,0.0,0.0,0.0,QQQ
2021-10-12 00:00:00-04:00,351.3309064922578,351.77019868053026,348.01168085728824,348.656005859375,43905100,0.0,0.0,0.0,QQQ
2021-10-13 00:00:00-04:00,350.9696782814339,352.12163966927784,348.93907298808404,351.4480285644531,40120800,0.0,0.0,0.0,QQQ
2021-10-14 00:00:00-04:00,355.0503104159172,358.1352461403413,354.386471407432,357.92047119140625,43433900,0.0,0.0,0.0,QQQ
2021-10-15 00:00:00-04:00,359.1408423615898,360.2928037564354,358.1060255434922,360.1756591796875,40419900,0.0,0.0,0.0,QQQ
2021-10-18 00:00:00-04:00,358.8772050219664,364.0122603205064,358.271938234747,363.7974853515625,34513500,0.0,0.0,0.0,QQQ
2021-10-19 00:00:00-04:00,364.87136493803627,366.5993068974845,363.8463201776649,366.5505065917969,29091000,0.0,0.0,0.0,QQQ
2021-10-20 00:00:00-04:00,367.00936045221925,367.6243992552762,364.58826336200303,366.0721740722656,31390300,0.0,0.0,0.0,QQQ
2021-10-21 00:00:00-04:00,365.2716937985934,368.5030611357302,364.9690603471483,368.30780029296875,25469300,0.0,0.0,0.0,QQQ
2021-10-22 00:00:00-04:00,367.0484181589055,368.01489068111977,363.54370397593016,365.21307373046875,36275800,0.0,0.0,0.0,QQQ
2021-10-25 00:00:00-04:00,366.63839263726635,369.869759642286,364.6859035808137,368.95208740234375,32597800,0.0,0.0,0.0,QQQ
2021-10-26 00:00:00-04:00,371.19753872742865,373.6186065534641,368.9326438382912,370.1138916015625,47191300,0.0,0.0,0.0,QQQ
2021-10-27 00:00:00-04:00,370.5628950863415,374.04809529799724,370.2993197818287,370.9729309082031,45760500,0.0,0.0,0.0,QQQ
2021-10-28 00:00:00-04:00,372.8766174834279,375.3465150011954,372.10537594762764,375.0926818847656,38007000,0.0,0.0,0.0,QQQ
2021-10-29 00:00:00-04:00,372.00769128557033,377.1036882809596,371.6562575995645,376.9377136230469,37310100,0.0,0.0,0.0,QQQ
2021-11-01 00:00:00-04:00,377.37711238956234,378.35335699524575,375.2879644255628,378.2264404296875,30765300,0.0,0.0,0.0,QQQ
2021-11-02 00:00:00-04:00,377.6113721714531,380.2863024418157,377.56257186201555,379.80792236328125,25135300,0.0,0.0,0.0,QQQ
2021-11-03 00:00:00-04:00,380.29604085791937,384.2595912258034,379.25148186388475,383.8398132324219,33748900,0.0,0.0,0.0,QQQ
2021-11-04 00:00:00-04:00,385.10892604699467,389.7168010987637,384.56223153175233,388.76007080078125,40265300,0.0,0.0,0.0,QQQ
2021-11-05 00:00:00-04:00,390.5368981230242,391.46431261744476,387.7253089082258,389.131103515625,43383800,0.0,0.0,0.0,QQQ
2021-11-08 00:00:00-05:00,389.10180661939495,390.1268515040195,387.959587360207,388.6039123535156,29256300,0.0,0.0,0.0,QQQ
2021-11-09 00:00:00-05:00,389.6777301128541,390.07799390412305,384.56221883514286,385.928955078125,50490700,0.0,0.0,0.0,QQQ
2021-11-10 00:00:00-05:00,383.1466637803248,385.967994772943,378.3240137724148,380.2569885253906,54937400,0.0,0.0,0.0,QQQ
2021-11-11 00:00:00-05:00,383.2443765355174,383.42009342555934,380.96970977480186,381.3114013671875,32243000,0.0,0.0,0.0,QQQ
2021-11-12 00:00:00-05:00,382.4633113344506,385.86065304677066,380.8622857867726,385.32373046875,34730600,0.0,0.0,0.0,QQQ
2021-11-15 00:00:00-05:00,386.50500622696774,386.8271538387699,382.7855166548735,385.2358703613281,33716900,0.0,0.0,0.0,QQQ
2021-11-16 00:00:00-05:00,384.5036679352519,388.4769904429663,384.30843689890787,387.9791259765625,27872900,0.0,0.0,0.0,QQQ
2021-11-17 00:00:00-05:00,388.30125712419624,390.2244600168052,387.2176400094227,388.1841125488281,28703300,0.0,0.0,0.0,QQQ
2021-11-18 00:00:00-05:00,390.23426494258035,392.7139047775406,388.00842844480655,392.2062683105469,45721500,0.0,0.0,0.0,QQQ
2021-11-19 00:00:00-05:00,393.84631083540455,395.67188328057574,393.01649705324917,394.39300537109375,45191700,0.0,0.0,0.0,QQQ
2021-11-22 00:00:00-05:00,395.9355567723633,399.000949534788,389.7071110296598,389.8144836425781,61715400,0.0,0.0,0.0,QQQ
2021-11-23 00:00:00-05:00,388.65269824136277,390.72236168515934,383.5860165046275,388.0376892089844,70098700,0.0,0.0,0.0,QQQ
2021-11-24 00:00:00-05:00,385.54825911065933,389.57038195378334,383.21505009122836,389.28729248046875,46954400,0.0,0.0,0.0,QQQ
2021-11-26 00:00:00-05:00,386.70022553009795,388.09627791917,380.51083848006857,381.9068908691406,51533300,0.0,0.0,0.0,QQQ
2021-11-29 00:00:00-05:00,386.48544279263035,391.21046251667036,385.7532594301581,390.1951599121094,54447100,0.0,0.0,0.0,QQQ
2021-11-30 00:00:00-05:00,389.3067637792431,391.6595164981958,382.44376643103664,384.464599609375,81332700,0.0,0.0,0.0,QQQ
2021-12-01 00:00:00-05:00,388.81865931426654,390.9664091370914,377.4551887958586,377.92376708984375,77766500,0.0,0.0,0.0,QQQ
2021-12-02 00:00:00-05:00,376.63511112183414,382.4340057573196,375.20980251292,380.6474914550781,84416600,0.0,0.0,0.0,QQQ
2021-12-03 00:00:00-05:00,382.0142062377248,383.01973681080966,369.8990092635455,374.0285339355469,105349100,0.0,0.0,0.0,QQQ
2021-12-06 00:00:00-05:00,374.5167398996943,378.3924323524516,370.28958388072334,377.02569580078125,67588800,0.0,0.0,0.0,QQQ
2021-12-07 00:00:00-05:00,383.6934019966585,388.9944028593366,383.6543438719411,388.3793640136719,56005300,0.0,0.0,0.0,QQQ
2021-12-08 00:00:00-05:00,388.71130070453745,390.3220982333006,386.807611938878,390.1170654296875,39204000,0.0,0.0,0.0,QQQ
2021-12-09 00:00:00-05:00,388.88704586281625,390.6931043475685,384.18153969830655,384.3768005371094,49973700,0.0,0.0,0.0,QQQ
2021-12-10 00:00:00-05:00,387.198090068694,388.8186595190211,384.01552345481883,388.5550842285156,52545800,0.0,0.0,0.0,QQQ
2021-12-13 00:00:00-05:00,388.5453767885295,388.86752441932373,382.5707642037265,382.9417419433594,50166400,0.0,0.0,0.0,QQQ
2021-12-14 00:00:00-05:00,378.0995054775781,380.8232361369167,374.5167046328154,378.9781494140625,75199200,0.0,0.0,0.0,QQQ
2021-12-15 00:00:00-05:00,378.72431579129886,387.9791249161542,374.7607652736515,387.6178894042969,73858000,0.0,0.0,0.0,QQQ
2021-12-16 00:00:00-05:00,388.5844657307288,389.01401580093176,376.0592289978731,377.6505126953125,82591400,0.0,0.0,0.0,QQQ
2021-12-17 00:00:00-05:00,374.2237829089388,379.94459104624536,372.7008439055859,375.7662658691406,80492500,0.0,0.0,0.0,QQQ
2021-12-20 00:00:00-05:00,371.0263997610383,372.9129509116634,368.97366195502383,372.1211853027344,65336800,0.491,0.0,0.0,QQQ
2021-12-21 00:00:00-05:00,375.40557299792357,380.7622367910401,371.64225484454295,380.4494323730469,48899500,0.0,0.0,0.0,QQQ
2021-12-22 00:00:00-05:00,380.1561683479489,385.28799798728295,379.4914813825957,385.0827331542969,37042200,0.0,0.0,0.0,QQQ
2021-12-23 00:00:00-05:00,385.4346328046368,389.46189261286446,385.26847597127016,387.98590087890625,29595500,0.0,0.0,0.0,QQQ
2021-12-27 00:00:00-05:00,389.28593333541585,394.3982238769531,389.2566097879017,394.3982238769531,32820700,0.0,0.0,0.0,QQQ
2021-12-28 00:00:00-05:00,395.2975526275264,395.47349393638166,391.6906066426289,392.5703430175781,33113700,0.0,0.0,0.0,QQQ
2021-12-29 00:00:00-05:00,392.70719845888317,393.97792543886453,390.1266066568214,392.5116882324219,32248500,0.0,0.0,0.0,QQQ
2021-12-30 00:00:00-05:00,392.29657596064,394.48617678906885,390.7521528098621,391.3386535644531,23850100,0.0,0.0,0.0,QQQ
2021-12-31 00:00:00-05:00,390.66424619568875,392.0327282935647,388.3964588159672,388.8949890136719,34752900,0.0,0.0,0.0,QQQ
2022-01-03 00:00:00-05:00,390.0679257911456,392.89289021642185,387.94678618793876,392.63873291015625,40575900,0.0,0.0,0.0,QQQ
2022-01-04 00:00:00-05:00,393.18613520435304,393.2252432133399,384.43760498343846,387.5460205078125,58027200,0.0,0.0,0.0,QQQ
2022-01-05 00:00:00-05:00,385.8549341627596,386.9790731037121,375.38600993410665,375.6401672363281,75739800,0.0,0.0,0.0,QQQ
2022-01-06 00:00:00-05:00,373.8122887846944,378.63131441389,371.57382503945024,375.3762512207031,70814300,0.0,0.0,0.0,QQQ
2022-01-07 00:00:00-05:00,375.3860278242623,377.07709871537594,369.5308637799544,371.30987548828125,72652300,0.0,0.0,0.0,QQQ
2022-01-10 00:00:00-05:00,366.38332187539964,372.07232879904006,360.99733488951995,371.5542297363281,91770500,0.0,0.0,0.0,QQQ
2022-01-11 00:00:00-05:00,370.82115622044836,377.3019295527052,368.72933995004416,377.1357727050781,68295700,0.0,0.0,0.0,QQQ
2022-01-12 00:00:00-05:00,379.7162877187325,381.41714298058406,376.3439604041235,378.63128662109375,54576400,0.0,0.0,0.0,QQQ
2022-01-13 00:00:00-05:00,380.01930808124456,380.7035639705413,368.2210099506372,369.1593933105469,77994000,0.0,0.0,0.0,QQQ
2022-01-14 00:00:00-05:00,366.62773272168914,371.7888864887872,366.4224380349558,371.45654296875,80121200,0.0,0.0,0.0,QQQ
2022-01-18 00:00:00-05:00,365.62090755834856,367.75183174394664,361.44700000663806,362.2094421386719,75450900,0.0,0.0,0.0,QQQ
2022-01-19 00:00:00-05:00,363.77340795548724,366.2562443918068,357.96710682203803,358.2310485839844,81791500,0.0,0.0,0.0,QQQ
2022-01-20 00:00:00-05:00,361.4665486951096,365.4547004323681,353.0405777040628,353.57818603515625,88610700,0.0,0.0,0.0,QQQ
2022-01-21 00:00:00-05:00,351.37883827384115,354.02783164181,343.4904754373985,343.7739562988281,143388900,0.0,0.0,0.0,QQQ
2022-01-24 00:00:00-05:00,338.124070983019,346.01243414233664,326.62876198745334,345.34771728515625,198685800,0.0,0.0,0.0,QQQ
2022-01-25 00:00:00-05:00,338.8669550360681,343.12880319962096,333.9892526900772,337.342041015625,124398400,0.0,0.0,0.0,QQQ
2022-01-26 00:00:00-05:00,344.96648344172814,348.8471253792023,333.1095083343827,336.814208984375,146559500,0.0,0.0,0.0,QQQ
2022-01-27 00:00:00-05:00,341.53556222132545,343.36346675726253,332.3960097109636,333.4223937988281,95255700,0.0,0.0,0.0,QQQ
2022-01-28 00:00:00-05:00,335.30891046644876,344.0965495689162,330.3432667361857,343.8815002441406,108167900,0.0,0.0,0.0,QQQ
2022-01-31 00:00:00-05:00,345.2499685999113,355.4647356595414,343.6077604042489,354.87823486328125,94326400,0.0,0.0,0.0,QQQ
2022-02-01 00:00:00-05:00,356.2272014748628,357.94759597031475,351.0562931895486,357.29266357421875,74433000,0.0,0.0,0.0,QQQ
2022-02-02 00:00:00-05:00,361.43729521135765,361.7696387679982,356.0904150896621,360.19586181640625,78777100,0.0,0.0,0.0,QQQ
2022-02-03 00:00:00-05:00,350.4599894300949,353.78345421430055,344.5266094899805,345.5920715332031,95384800,0.0,0.0,0.0,QQQ
2022-02-04 00:00:00-05:00,346.11012696502615,353.26537086597784,344.04763451806997,349.9516906738281,86318300,0.0,0.0,0.0,QQQ
2022-02-07 00:00:00-05:00,350.54797118288843,352.923268193882,345.8755633496563,347.13653564453125,58198100,0.0,0.0,0.0,QQQ
2022-02-08 00:00:00-05:00,345.99285335872844,352.131498259826,344.85895973614726,351.0367126464844,64720900,0.0,0.0,0.0,QQQ
2022-02-09 00:00:00-05:00,355.5722524158989,358.55358901220495,353.9691523309948,358.47540283203125,55766400,0.0,0.0,0.0,QQQ
2022-02-10 00:00:00-05:00,351.42773633431636,358.2408533405754,348.514830731136,350.3622741699219,112468500,0.0,0.0,0.0,QQQ
2022-02-11 00:00:00-05:00,350.3622731058967,351.9653734934061,338.0165506203248,339.2481994628906,101569100,0.0,0.0,0.0,QQQ
2022-02-14 00:00:00-05:00,338.69099611858655,343.07995292522753,336.1495422644953,339.6684875488281,80254400,0.0,0.0,0.0,QQQ
2022-02-15 00:00:00-05:00,344.96655068453435,348.3486631360676,343.9010884617607,348.11407470703125,55128800,0.0,0.0,0.0,QQQ
2022-02-16 00:00:00-05:00,345.8560601404956,349.05244670304216,342.8160459716819,348.0260925292969,58947100,0.0,0.0,0.0,QQQ
2022-02-17 00:00:00-05:00,344.8003297774854,345.50412482542896,337.2540944753514,337.6744384765625,61801400,0.0,0.0,0.0,QQQ
2022-02-18 00:00:00-05:00,338.61285329015226,339.0038439461823,331.5065004213458,333.8231506347656,80001500,0.0,0.0,0.0,QQQ
2022-02-22 00:00:00-05:00,330.87111203750896,336.2962081503,326.8243124489994,330.4703369140625,85967100,0.0,0.0,0.0,QQQ
2022-02-23 00:00:00-05:00,333.6373914004077,334.4780197350524,321.69244459770704,322.0052490234375,86215400,0.0,0.0,0.0,QQQ
2022-02-24 00:00:00-05:00,311.66336616191,333.36368799338595,311.09643425400265,332.8260498046875,130614100,0.0,0.0,0.0,QQQ
2022-02-25 00:00:00-05:00,333.62757942924577,338.19247728439757,329.7958299373636,337.9871826171875,78842100,0.0,0.0,0.0,QQQ
2022-02-28 00:00:00-05:00,334.80054148622605,340.69481259921145,333.63732449871264,338.99395751953125,77515500,0.0,0.0,0.0,QQQ
2022-03-01 00:00:00-05:00,337.96765073176414,340.2451925627553,331.27182869184105,333.80352783203125,67407000,0.0,0.0,0.0,QQQ
2022-03-02 00:00:00-05:00,335.3577728954983,340.7437606416626,332.58170059695937,339.40460205078125,70609000,0.0,0.0,0.0,QQQ
2022-03-03 00:00:00-05:00,342.0535556505318,342.1610952156025,332.6892012404658,334.55621337890625,71089400,0.0,0.0,0.0,QQQ
2022-03-04 00:00:00-05:00,332.19069186826914,333.6276054976674,327.3814506238105,329.7078552246094,76936300,0.0,0.0,0.0,QQQ
2022-03-07 00:00:00-05:00,329.6980610208227,330.8612780969355,317.3425562169809,317.5478210449219,89933800,0.0,0.0,0.0,QQQ
2022-03-08 00:00:00-05:00,316.75612560229297,325.7099518013741,312.7386496409149,316.0718994140625,116153900,0.0,0.0,0.0,QQQ
2022-03-09 00:00:00-05:00,324.2827665639788,328.80855644371707,321.682635903484,327.4498291015625,64723400,0.0,0.0,0.0,QQQ
2022-03-10 00:00:00-05:00,323.3737148798653,325.0256777464823,319.356209679472,323.8135681152344,69362700,0.0,0.0,0.0,QQQ
2022-03-11 00:00:00-05:00,326.79496487266545,327.1077693114846,316.6094903348319,317.0982360839844,66228400,0.0,0.0,0.0,QQQ
2022-03-14 00:00:00-04:00,315.8568333773451,319.23894561699916,310.30468881302517,311.00848388671875,79802600,0.0,0.0,0.0,QQQ
2022-03-15 00:00:00-04:00,313.6574422727851,321.5458049564042,312.04458744399636,320.7637939453125,76471000,0.0,0.0,0.0,QQQ
2022-03-16 00:00:00-04:00,324.693332619566,332.77717578730727,321.00817093681604,332.6598815917969,105243000,0.0,0.0,0.0,QQQ
2022-03-17 00:00:00-04:00,330.75378392449585,336.7458114083857,329.45373339491715,336.6871643066406,67810000,0.0,0.0,0.0,QQQ
2022-03-18 00:00:00-04:00,335.0254700096889,343.8717871144245,333.8622525894743,343.5785217285156,85446300,0.0,0.0,0.0,QQQ
2022-03-21 00:00:00-04:00,342.7407601071669,344.9721949655919,338.2191409107688,342.623291015625,73799100,0.434,0.0,0.0,QQQ
2022-03-22 00:00:00-04:00,343.12240617184125,350.22777724812113,342.74072872882505,349.3567199707031,63345900,0.0,0.0,0.0,QQQ
2022-03-23 00:00:00-04:00,346.4695564700564,350.0418050832258,344.2772484137764,344.3359680175781,70615500,0.0,0.0,0.0,QQQ
2022-03-24 00:00:00-04:00,346.26401005516544,352.0383633155509,344.1010916554317,351.9894104003906,53555300,0.0,0.0,0.0,QQQ
2022-03-25 00:00:00-04:00,351.9307097280713,352.9877223947696,347.3797609561727,351.6958312988281,57584200,0.0,0.0,0.0,QQQ
2022-03-28 00:00:00-04:00,351.6859643297444,357.2352050500018,350.4430264004486,357.1373291015625,56833900,0.0,0.0,0.0,QQQ
2022-03-29 00:00:00-04:00,361.04236883322204,363.909952226636,358.2628648422368,363.2835998535156,68073000,0.0,0.0,0.0,QQQ
2022-03-30 00:00:00-04:00,361.4142594837279,363.07806108400007,357.78329160336517,359.2709045410156,68757700,0.0,0.0,0.0,QQQ
2022-03-31 00:00:00-04:00,359.41774271598706,359.77009021209136,353.97617364628746,354.81787109375,67011400,0.0,0.0,0.0,QQQ
2022-04-01 00:00:00-04:00,355.0820911029261,355.8650390379214,350.95197653059495,354.1425476074219,54527800,0.0,0.0,0.0,QQQ
2022-04-04 00:00:00-04:00,354.9842395213076,361.4436649650168,354.7200012952997,361.4338684082031,45950200,0.0,0.0,0.0,QQQ
2022-04-05 00:00:00-04:00,359.9756067650241,360.6900684422294,352.2634467970235,353.4085388183594,62738700,0.0,0.0,0.0,QQQ
2022-04-06 00:00:00-04:00,348.07461188726353,349.18054754806985,343.09303300289963,345.73553466796875,90077100,0.0,0.0,0.0,QQQ
2022-04-07 00:00:00-04:00,344.73725032243857,348.7597225254566,341.2628775528619,346.5576477050781,63777400,0.0,0.0,0.0,QQQ
2022-04-08 00:00:00-04:00,344.8155040532154,345.5690921105079,341.07686382954137,341.7130126953125,61956100,0.0,0.0,0.0,QQQ
2022-04-11 00:00:00-04:00,337.46554612932624,338.38552652287086,333.2865078628383,333.6290588378906,66107400,0.0,0.0,0.0,QQQ
2022-04-12 00:00:00-04:00,338.39525899621606,340.2841424787926,330.83969519836165,332.21966552734375,72790200,0.0,0.0,0.0,QQQ
2022-04-13 00:00:00-04:00,332.5622150017233,340.0297000383858,331.837986631317,338.97271728515625,61367800,0.0,0.0,0.0,QQQ
2022-04-14 00:00:00-04:00,339.0608009052126,339.57951066540426,331.0060898533182,331.2214050292969,73519400,0.0,0.0,0.0,QQQ
2022-04-18 00:00:00-04:00,330.1644367538699,333.7758419877369,328.63766720902964,331.47589111328125,58560600,0.0,0.0,0.0,QQQ
2022-04-19 00:00:00-04:00,330.8299026757229,339.4620423532892,329.8022798002001,338.8846130371094,56515700,0.0,0.0,0.0,QQQ
2022-04-20 00:00:00-04:00,339.6969291161404,340.1569192427307,332.71879437060124,333.9421691894531,65500000,0.0,0.0,0.0,QQQ
2022-04-21 00:00:00-04:00,337.8373858780558,340.46029417016933,326.10278485011247,327.03253173828125,75801000,0.0,0.0,0.0,QQQ
2022-04-22 00:00:00-04:00,327.18918392228943,328.41255888232536,318.03833324771,318.4689636230469,82562100,0.0,0.0,0.0,QQQ
2022-04-25 00:00:00-04:00,316.83450540062955,322.8730666007904,315.5621777063916,322.55987548828125,101755900,0.0,0.0,0.0,QQQ
2022-04-26 00:00:00-04:00,320.49484409952413,320.6807994621834,310.1108230618783,310.3848876953125,105819600,0.0,0.0,0.0,QQQ
2022-04-27 00:00:00-04:00,310.48272677730006,316.0026081952041,308.2904486997177,310.0129699707031,111204200,0.0,0.0,0.0,QQQ
2022-04-28 00:00:00-04:00,314.9945513136178,322.8633064359986,310.75676425588836,321.0233459472656,99450000,0.0,0.0,0.0,QQQ
2022-04-29 00:00:00-04:00,316.80515365964374,320.2599629383603,305.9415793419568,306.5777282714844,91977900,0.0,0.0,0.0,QQQ
2022-05-02 00:00:00-04:00,306.1666718538888,311.931228512418,303.054413388095,311.69635009765625,115511800,0.0,0.0,0.0,QQQ
2022-05-03 00:00:00-04:00,311.7159226288191,314.3290645410877,309.24960959770067,312.02911376953125,78185500,0.0,0.0,0.0,QQQ
2022-05-04 00:00:00-04:00,312.5086677923394,323.2548036224679,307.2041309733838,322.5794982910156,116083400,0.0,0.0,0.0,QQQ
2022-05-05 00:00:00-04:00,318.2438280739622,318.32211091647895,303.02502821722686,306.3330383300781,154607400,0.0,0.0,0.0,QQQ
2022-05-06 00:00:00-04:00,304.32682712368893,308.37863026061245,298.6111918978616,302.66302490234375,139572800,0.0,0.0,0.0,QQQ
2022-05-09 00:00:00-04:00,297.0158348363202,302.7607980533379,289.4211146061996,290.8206481933594,113387300,0.0,0.0,0.0,QQQ
2022-05-10 00:00:00-04:00,298.02391489326084,299.24728976328004,290.25303532949465,294.3537902832031,124124600,0.0,0.0,0.0,QQQ
2022-05-11 00:00:00-04:00,292.08317349457747,297.61282144394767,284.7527214800921,285.6237487792969,140326100,0.0,0.0,0.0,QQQ
2022-05-12 00:00:00-04:00,281.32728428027434,289.45048110127004,278.87073809522263,284.9484558105469,120910900,0.0,0.0,0.0,QQQ
2022-05-13 00:00:00-04:00,289.4211221845574,296.5460559310368,287.81604008665886,295.5086364746094,83684900,0.0,0.0,0.0,QQQ
2022-05-16 00:00:00-04:00,293.7567286364549,295.82180067274993,290.80106609701056,292.0831604003906,59190400,0.0,0.0,0.0,QQQ
2022-05-17 00:00:00-04:00,297.9651945585899,300.0302369976967,294.14824107944486,299.6485595703125,62715300,0.0,0.0,0.0,QQQ
2022-05-18 00:00:00-04:00,295.11725752948496,295.81212628704424,283.6762501564722,284.93878173828125,79477100,0.0,0.0,0.0,QQQ
2022-05-19 00:00:00-04:00,283.1280942937491,288.1194696137531,281.45449600822997,283.4118957519531,79920700,0.0,0.0,0.0,QQQ
2022-05-20 00:00:00-04:00,286.88629319508846,287.5420053719283,274.2414779302871,282.53106689453125,91764200,0.0,0.0,0.0,QQQ
2022-05-23 00:00:00-04:00,283.578259886679,287.61049818201514,281.17066680240924,287.22882080078125,63648400,0.0,0.0,0.0,QQQ
2022-05-24 00:00:00-04:00,281.99282243191686,282.707254282868,276.2380619254846,281.12176513671875,73491100,0.0,0.0,0.0,QQQ
2022-05-25 00:00:00-04:00,279.6243797254014,287.14081872280155,279.4188610801667,285.0561828613281,67144500,0.0,0.0,0.0,QQQ
2022-05-26 00:00:00-04:00,284.25365640285924,294.51044409382786,283.9698250139694,292.95428466796875,59462200,0.0,0.0,0.0,QQQ
2022-05-27 00:00:00-04:00,296.0959047409791,302.6629733420914,295.97846552043103,302.51617431640625,66985600,0.0,0.0,0.0,QQQ
2022-05-31 00:00:00-04:00,302.48674318809054,304.69858434450936,297.84768599740624,301.71356201171875,60968300,0.0,0.0,0.0,QQQ
2022-06-01 00:00:00-04:00,303.85699856719856,305.9905574577739,297.2605699430573,299.4822082519531,65341700,0.0,0.0,0.0,QQQ
2022-06-02 00:00:00-04:00,298.3566466772292,307.8598135848852,296.93751998846676,307.68365478515625,59291300,0.0,0.0,0.0,QQQ
2022-06-03 00:00:00-04:00,302.4475326213051,303.85686241806377,298.4250916492312,299.6778259277344,60914700,0.0,0.0,0.0,QQQ
2022-06-06 00:00:00-04:00,304.1310182244237,305.696944163048,299.1102825574694,300.67620849609375,51785000,0.0,0.0,0.0,QQQ
2022-06-07 00:00:00-04:00,297.3387657993174,304.05266155089026,296.2426268686637,303.2696838378906,44900300,0.0,0.0,0.0,QQQ
2022-06-08 00:00:00-04:00,302.46722098053516,305.0803631043541,300.23578619052665,301.0872802734375,38342100,0.0,0.0,0.0,QQQ
2022-06-09 00:00:00-04:00,299.39405013656204,302.46715188233196,292.85634284310015,293.022705078125,55900500,0.0,0.0,0.0,QQQ
2022-06-10 00:00:00-04:00,287.3951963354044,288.5892113111957,282.23745903334424,282.6876525878906,85963500,0.0,0.0,0.0,QQQ
2022-06-13 00:00:00-04:00,273.79134748939987,276.326177113506,268.68253187505627,269.5437927246094,94442000,0.0,0.0,0.0,QQQ
