date,open,high,low,close,volume,dividends,stock splits,capital gains,symbol
2021-08-30 00:00:00-04:00,215.7555957014986,215.85054345260005,213.60040923703323,214.0751190185547,20733300,0.0,0.0,0.0,IWM
2021-08-31 00:00:00-04:00,213.84729098457217,215.14799129236687,212.98331561082784,214.49288940429688,20839800,0.0,0.0,0.0,IWM
2021-09-01 00:00:00-04:00,215.35684286253905,216.69552793349655,213.49597413053507,215.9359893798828,20451500,0.0,0.0,0.0,IWM
2021-09-02 00:00:00-04:00,216.78096387762773,218.21458215826007,216.08789167435432,217.43606567382812,22810100,0.0,0.0,0.0,IWM
2021-09-03 00:00:00-04:00,216.70498223946888,217.38856537964352,215.69859997393135,216.42965698242188,18213100,0.0,0.0,0.0,IWM
2021-09-07 00:00:00-04:00,216.20180127953873,217.4170570332544,214.8061535099293,214.93907165527344,19153400,0.0,0.0,0.0,IWM
2021-09-08 00:00:00-04:00,214.1985921432202,214.54038383551838,211.36932532124942,212.5940704345703,25241500,0.0,0.0,0.0,IWM
2021-09-09 00:00:00-04:00,212.23323092297406,214.8441345758659,211.6825803556444,212.4895782470703,27180500,0.0,0.0,0.0,IWM
2021-09-10 00:00:00-04:00,213.7713389163225,213.89475362373395,210.31545185590366,210.41038513183594,24366100,0.0,0.0,0.0,IWM
2021-09-13 00:00:00-04:00,211.91993859973206,212.0813381805812,209.10965043078969,211.60662841796875,34693100,0.0,0.0,0.0,IWM
2021-09-14 00:00:00-04:00,212.43260030951683,212.45159275472878,207.98932427132374,208.91024780273438,30312600,0.0,0.0,0.0,IWM
2021-09-15 00:00:00-04:00,208.8912632600469,211.47368522181515,208.35959070679883,210.79959106445312,27572000,0.0,0.0,0.0,IWM
2021-09-16 00:00:00-04:00,211.0180204502682,212.04339547998285,209.11918102198072,210.95156860351562,22369000,0.0,0.0,0.0,IWM
2021-09-17 00:00:00-04:00,210.41036624368718,211.74905135101469,209.47993909590338,211.22686767578125,39957600,0.0,0.0,0.0,IWM
2021-09-20 00:00:00-04:00,206.45128112698177,207.9133953670721,203.3846599941066,206.20443725585938,44958500,0.0,0.0,0.0,IWM
2021-09-21 00:00:00-04:00,207.7045357636962,208.1982235388833,204.90375076267816,206.51776123046875,26711200,0.0,0.0,0.0,IWM
2021-09-22 00:00:00-04:00,207.80895903229631,211.2933270975624,207.79945556497046,209.72677612304688,32100300,0.0,0.0,0.0,IWM
2021-09-23 00:00:00-04:00,210.94201744184488,214.23650426401755,210.35338198800153,213.43899536132812,31057800,0.0,0.0,0.0,IWM
2021-09-24 00:00:00-04:00,212.38102396185238,213.65709690999321,211.25730730582998,212.4095916748047,28866000,0.679,0.0,0.0,IWM
2021-09-27 00:00:00-04:00,212.95239709858475,216.81871599311768,212.86669395797847,215.63787841796875,29743200,0.0,0.0,0.0,IWM
2021-09-28 00:00:00-04:00,214.65701997171738,214.8379585156906,210.31455303988892,210.73355102539062,39938200,0.0,0.0,0.0,IWM
2021-09-29 00:00:00-04:00,211.6668063249188,212.03820113163488,209.66697919282808,210.28598022460938,23628900,0.0,0.0,0.0,IWM
2021-09-30 00:00:00-04:00,211.52394481719392,211.99057500436584,208.17187396246408,208.31471252441406,33153600,0.0,0.0,0.0,IWM
2021-10-01 00:00:00-04:00,209.4574642865347,212.83811737927206,207.35289864571544,211.6763153076172,32647000,0.0,0.0,0.0,IWM
2021-10-04 00:00:00-04:00,211.54297567522664,211.71439646494835,208.48609994796146,209.75265502929688,32580200,0.0,0.0,0.0,IWM
2021-10-05 00:00:00-04:00,210.4193050015671,212.4191176401919,209.39082370275347,210.4764404296875,20407600,0.0,0.0,0.0,IWM
2021-10-06 00:00:00-04:00,208.32422245081284,209.6955307177083,206.41963086476483,209.3812713623047,32893300,0.0,0.0,0.0,IWM
2021-10-07 00:00:00-04:00,210.96209041664747,214.21894035533504,210.8097195990656,212.60955810546875,24289300,0.0,0.0,0.0,IWM
2021-10-08 00:00:00-04:00,212.73338842553653,213.41904266148794,210.93354968888474,211.00973510742188,17989600,0.0,0.0,0.0,IWM
2021-10-11 00:00:00-04:00,211.2478020698676,212.88575218676723,209.74317279825596,209.80030822753906,15929800,0.0,0.0,0.0,IWM
2021-10-12 00:00:00-04:00,210.3145544357934,211.85726913737128,209.84792421565393,210.9525909423828,18800600,0.0,0.0,0.0,IWM
2021-10-13 00:00:00-04:00,211.30494585223795,212.07630323981692,209.34321853793026,211.9525146484375,19676200,0.0,0.0,0.0,IWM
2021-10-14 00:00:00-04:00,214.02849553754552,215.2188653681214,213.61901529065065,215.09506225585938,18160000,0.0,0.0,0.0,IWM
2021-10-15 00:00:00-04:00,217.10439670673506,217.5138914648873,214.32369465947616,214.41893005371094,27555300,0.0,0.0,0.0,IWM
2021-10-18 00:00:00-04:00,213.1999707134339,214.9140913869007,213.0571176367253,214.29510498046875,19082600,0.0,0.0,0.0,IWM
2021-10-19 00:00:00-04:00,215.19981538218534,216.056890378729,213.8951746977563,215.09506225585938,15498400,0.0,0.0,0.0,IWM
