date,open,high,low,close,volume,dividends,stock splits,capital gains,symbol
2021-08-30 00:00:00-04:00,426.16065639777963,428.14513425016696,425.9149506255805,427.3513488769531,48357400,0.0,0.0,0.0,SPY
2021-08-31 00:00:00-04:00,427.25688059101464,427.59706199173127,426.1134546536618,426.7182312011719,59300200,0.0,0.0,0.0,SPY
2021-09-01 00:00:00-04:00,427.6630842157117,428.18281525047144,426.7086386310702,426.94488525390625,48721400,0.0,0.0,0.0,SPY
2021-09-02 00:00:00-04:00,428.3814283391498,429.0712502548173,427.04899347420053,428.2585754394531,42501000,0.0,0.0,0.0,SPY
2021-09-03 00:00:00-04:00,427.11507876594925,428.67430097916696,426.7087125868298,428.154541015625,47170500,0.0,0.0,0.0,SPY
2021-09-07 00:00:00-04:00,427.80492111979675,427.89942555759035,425.94329616621445,426.6236877441406,51671500,0.0,0.0,0.0,SPY
2021-09-08 00:00:00-04:00,426.08508403585085,426.82217253776344,424.1667332730187,426.1039733886719,56181900,0.0,0.0,0.0,SPY
2021-09-09 00:00:00-04:00,425.90549905782456,427.6726194972524,424.03441508970457,424.2801208496094,57970400,0.0,0.0,0.0,SPY
2021-09-10 00:00:00-04:00,426.22683764625054,426.65206438636403,420.8120531124797,420.9349060058594,89948200,0.0,0.0,0.0,SPY
2021-09-13 00:00:00-04:00,423.95878380469026,424.22337888774484,419.6779670059308,422.0120849609375,83738600,0.0,0.0,0.0,SPY
2021-09-14 00:00:00-04:00,423.46742124806093,423.6753194686664,418.83699234043576,419.7347412109375,78197100,0.0,0.0,0.0,SPY
2021-09-15 00:00:00-04:00,420.1599956501818,423.74150343488867,419.0449182290847,423.24066162109375,78792200,0.0,0.0,0.0,SPY
2021-09-16 00:00:00-04:00,422.71147490909016,423.694240353545,419.5930013679163,422.5697326660156,77786700,0.0,0.0,0.0,SPY
2021-09-17 00:00:00-04:00,421.79048918209384,422.2170782120078,418.09321066958944,418.4534606933594,118425000,1.428,0.0,0.0,SPY
2021-09-20 00:00:00-04:00,412.2724332182732,413.8650901821634,406.5653690343525,411.4761047363281,166445500,0.0,0.0,0.0,SPY
2021-09-21 00:00:00-04:00,413.8366377386592,415.14490196417194,410.5565167060198,411.08740234375,92526100,0.0,0.0,0.0,SPY
2021-09-22 00:00:00-04:00,413.3816305836092,417.15473797342105,411.2012092310205,415.0975341796875,102350100,0.0,0.0,0.0,SPY
2021-09-23 00:00:00-04:00,416.9839950131375,421.7619940328016,416.746991495332,420.140869140625,76396000,0.0,0.0,0.0,SPY
2021-09-24 00:00:00-04:00,418.49138111764404,421.55347732826795,418.2733274414744,420.8329772949219,62094800,0.0,0.0,0.0,SPY
2021-09-27 00:00:00-04:00,419.7901440070357,420.9656722966532,418.92744765765326,419.6289978027344,61371100,0.0,0.0,0.0,SPY
2021-09-28 00:00:00-04:00,416.8323446167044,417.16415535597184,410.43324909363145,411.1726989746094,130436300,0.0,0.0,0.0,SPY
2021-09-29 00:00:00-04:00,412.56629785430647,414.32012989284937,411.2959623108416,411.8647766113281,82329200,0.0,0.0,0.0,SPY
2021-09-30 00:00:00-04:00,413.3531546729923,414.0641653463929,406.48954089704966,406.8308410644531,140506000,0.0,0.0,0.0,SPY
2021-10-01 00:00:00-04:00,408.57514300193026,413.36260281926195,405.0200899897249,411.6656494140625,129240100,0.0,0.0,0.0,SPY
2021-10-04 00:00:00-04:00,410.49013945644197,411.4002249674628,404.1953114217308,406.3568115234375,128570000,0.0,0.0,0.0,SPY
2021-10-05 00:00:00-04:00,407.873655563497,412.8507305456293,407.0678665684126,410.5849914550781,90682500,0.0,0.0,0.0,SPY
2021-10-06 00:00:00-04:00,406.95402698255765,412.49991559025716,405.313981005953,412.2913513183594,113032200,0.0,0.0,0.0,SPY
2021-10-07 00:00:00-04:00,415.5999730862071,418.7189190793424,415.419848067625,415.8559265136719,72437500,0.0,0.0,0.0,SPY
2021-10-08 00:00:00-04:00,416.6333416724849,417.0220310134613,414.4623807898999,415.0975341796875,74557400,0.0,0.0,0.0,SPY
2021-10-11 00:00:00-04:00,414.43385064107133,417.37270016007676,412.0258867076946,412.0922546386719,65233300,0.0,0.0,0.0,SPY
2021-10-12 00:00:00-04:00,413.02129651529077,413.42893561591643,410.2815220064724,411.0778503417969,71181200,0.0,0.0,0.0,SPY
